tx_price,beds,baths,sqft,lot_size,restaurants,groceries,cafes,shopping,arts_entertainment,beauty_spas,active_life,median_age,married,college_grad,median_school,num_schools,two_and_two,old_properties,tax_and_insurance,during_recession,property_age,school_score,exterior_walls_Brick,exterior_walls_Brick veneer,exterior_walls_Combination,exterior_walls_Metal,exterior_walls_Missing,exterior_walls_Other,exterior_walls_Siding (Alum/Vinyl),exterior_walls_Wood,roof_Asphalt,roof_Composition Shingle,roof_Missing,roof_Other,roof_Shake Shingle,property_type_Apartment / Condo / Townhouse,property_type_Single-Family
428000,3,2,1220,1519,33,5,5,22,1,21,12,34.0,36.0,86.0,8.0,3.0,0,0,475.0,0,30,24.0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0
417000,3,2,1220,1520,33,5,5,22,1,21,12,34.0,36.0,86.0,8.0,3.0,0,0,480.0,0,30,24.0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0
410000,3,2,1220,1981,72,14,9,58,1,51,26,40.0,68.0,63.0,5.0,3.0,0,0,426.0,0,21,15.0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0
525000,3,2,1224,7000,15,1,4,11,2,13,10,46.0,54.0,73.0,4.0,3.0,0,1,561.0,0,63,12.0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1
392000,3,2,1225,16117,111,10,12,90,7,74,23,42.0,58.0,42.0,7.0,3.0,0,1,459.0,1,59,21.0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1
252500,3,2,1228,2012,53,4,4,77,1,35,10,31.0,73.0,26.0,4.0,3.0,0,0,268.0,0,17,12.0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0
375000,3,2,1232,2639,16,6,3,26,0,3,6,33.0,82.0,47.0,3.0,3.0,0,1,331.0,0,32,9.0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0
375000,3,2,1232,1540,11,2,4,7,2,5,7,39.0,87.0,73.0,8.0,1.0,0,0,411.0,0,26,8.0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0
378000,3,2,1240,1306,76,10,9,89,4,51,30,39.0,64.0,34.0,5.0,3.0,0,0,437.0,0,27,15.0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0
485000,3,2,1254,10737,12,2,7,6,0,0,5,47.0,66.0,62.0,5.0,3.0,0,1,596.0,1,61,15.0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1
445900,3,2,1258,0,48,3,2,21,20,29,42,30.0,34.0,70.0,6.0,3.0,0,0,470.0,0,6,18.0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0
335000,3,2,1260,3598,54,10,7,22,2,25,11,33.0,52.0,38.0,5.0,3.0,0,1,490.0,0,61,15.0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0
271000,3,2,1260,27007,0,0,0,0,0,0,0,48.0,76.0,47.0,8.0,3.0,0,1,389.0,1,51,24.0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1
399900,3,2,1267,10519,30,5,3,21,1,11,7,44.0,79.0,47.0,4.0,3.0,0,1,533.0,1,56,12.0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1
275000,3,2,1276,11761,20,4,1,13,1,5,10,41.0,66.0,40.0,6.0,3.0,0,1,443.0,1,55,18.0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1
333000,3,2,1280,1999,24,5,1,19,0,16,13,36.0,75.0,64.0,9.0,3.0,0,1,405.0,0,29,27.0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0
324000,3,2,1280,1441,16,1,4,19,2,5,13,39.0,72.0,60.0,7.0,1.0,0,0,394.0,1,26,7.0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0
440000,3,2,1285,11761,6,1,0,22,0,4,6,39.0,80.0,44.0,7.0,2.0,0,1,520.0,1,50,14.0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1
575000,3,2,1287,14374,27,3,3,34,3,17,15,40.0,64.0,77.0,10.0,3.0,0,1,689.0,0,71,30.0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1
275000,3,2,1296,15681,19,10,1,20,0,23,5,31.0,79.0,30.0,3.0,3.0,0,1,351.0,0,46,9.0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1
425000,3,2,1304,8616,18,2,1,12,1,16,9,36.0,92.0,76.0,7.0,2.0,0,1,497.0,0,36,14.0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1
295000,3,2,1304,1446,89,5,5,34,2,49,13,32.0,83.0,31.0,5.0,3.0,0,0,319.0,0,25,15.0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0
319900,3,2,1320,1400,10,2,1,10,3,5,7,46.0,78.0,77.0,7.0,3.0,0,1,385.0,0,33,21.0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0
340000,3,2,1320,1400,18,3,4,14,3,8,13,46.0,78.0,77.0,7.0,3.0,0,1,384.0,1,40,21.0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0
258000,3,2,1320,1650,36,4,2,60,6,27,13,32.0,82.0,29.0,4.0,3.0,0,0,216.0,0,22,12.0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0
370000,3,2,1320,1599,71,8,5,99,1,52,12,31.0,73.0,26.0,4.0,3.0,0,0,310.0,0,9,12.0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0
700000,3,2,1325,7000,9,1,3,9,2,12,10,46.0,54.0,73.0,4.0,3.0,0,1,715.0,0,66,12.0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1
200000,3,2,1330,0,32,1,3,27,6,19,25,47.0,51.0,77.0,7.0,3.0,0,1,275.0,1,38,21.0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0
242990,3,2,1330,0,14,3,0,5,0,13,2,29.0,82.0,44.0,4.5,2.0,0,0,297.0,1,0,9.0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0
320000,3,2,1331,19166,73,13,6,57,2,51,22,34.0,71.0,55.0,5.0,3.0,0,1,448.0,0,46,15.0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1
319950,3,2,1332,2178,15,1,2,31,2,13,12,35.0,71.0,54.0,7.0,3.0,0,0,407.0,0,12,21.0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0
250000,3,2,1332,0,63,9,6,101,3,35,22,34.0,48.0,62.0,9.0,3.0,0,0,336.0,1,8,27.0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1
235000,3,2,1334,0,47,7,2,36,5,31,26,29.0,48.0,29.0,3.0,3.0,0,1,298.0,0,36,9.0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0
211500,3,2,1338,0,74,5,12,89,11,34,30,61.0,38.0,66.0,7.0,3.0,0,1,240.0,1,45,21.0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0
350000,3,2,1340,10497,6,1,1,6,0,12,8,38.0,80.0,49.0,8.0,3.0,0,1,507.0,0,40,24.0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1
209900,3,2,1342,2748,30,1,2,40,0,18,6,37.0,60.0,54.0,4.0,3.0,0,1,259.0,0,44,12.0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0
390000,3,2,1342,1540,12,2,2,12,3,10,9,35.0,55.0,71.0,6.0,3.0,0,0,449.0,1,28,18.0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0
416000,3,2,1344,12632,19,4,0,14,2,3,7,46.0,69.0,29.0,4.0,3.0,0,0,413.0,0,22,12.0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1
245000,3,2,1348,1599,22,4,3,28,0,24,12,29.0,63.0,51.0,7.0,3.0,0,0,322.0,1,23,21.0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0
236000,3,2,1348,1629,0,0,0,5,0,0,2,31.0,80.0,47.0,6.0,2.0,0,0,367.0,0,2,12.0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0
238500,3,2,1350,2757,0,0,0,2,0,2,0,36.0,83.0,66.0,9.0,3.0,0,1,426.0,1,33,27.0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1
440000,3,2,1352,22215,1,0,0,0,0,0,3,46.0,81.0,53.0,5.5,2.0,0,1,533.0,1,37,11.0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1
250000,3,2,1360,1498,13,6,3,22,0,3,6,42.0,66.0,56.0,3.0,3.0,0,0,363.0,1,28,9.0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0
239900,3,2,1360,1559,57,4,4,71,5,39,12,29.0,80.0,24.0,8.0,3.0,0,0,320.0,1,16,24.0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0
325000,3,2,1362,0,8,1,3,10,1,10,10,60.0,15.0,63.0,4.0,3.0,0,1,320.0,0,44,12.0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0
309900,3,2,1368,1742,11,1,1,14,3,7,7,29.0,78.0,73.0,8.0,3.0,0,0,475.0,1,8,24.0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0
293000,3,2,1370,2308,62,5,4,27,2,50,16,32.0,83.0,31.0,5.0,3.0,0,0,333.0,0,30,15.0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0
459000,3,2,1370,1778,49,6,4,44,4,18,14,36.0,39.0,84.0,5.0,2.0,0,0,468.0,0,13,10.0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0
297000,3,2,1374,1528,81,7,6,42,5,40,14,33.0,62.0,51.0,8.0,3.0,0,0,405.0,0,15,24.0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0
249000,3,2,1375,1499,44,7,4,39,4,24,18,39.0,62.0,81.0,5.0,3.0,0,0,468.0,0,7,15.0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0
455900,3,2,1380,1660,57,7,5,50,6,34,17,39.0,49.0,54.0,6.0,3.0,0,0,459.0,1,23,18.0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1
375490,3,2,1380,0,36,2,5,36,0,11,7,36.0,61.0,64.0,7.0,3.0,0,0,362.0,0,7,21.0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0
375000,3,2,1400,7013,90,9,5,36,22,44,48,32.0,49.0,46.0,4.0,3.0,0,1,522.0,1,75,12.0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1
271000,3,2,1400,0,78,3,10,65,4,38,12,41.0,75.0,56.0,7.0,3.0,0,1,250.0,0,33,21.0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0
350000,3,2,1400,1400,11,2,2,9,3,7,12,35.0,55.0,71.0,7.0,3.0,0,1,427.0,1,38,21.0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0
368253,3,2,1400,0,21,4,2,14,1,10,10,31.0,77.0,69.0,7.0,2.0,0,0,389.0,0,0,14.0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0
399000,3,2,1404,10001,12,2,7,7,0,0,6,47.0,66.0,62.0,5.0,3.0,0,1,566.0,0,58,15.0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1
290000,3,2,1404,9003,96,7,10,85,5,54,15,44.0,89.0,46.0,4.0,3.0,0,1,492.0,1,51,12.0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1
331000,3,2,1408,1542,42,6,3,29,2,31,7,32.0,64.0,41.0,4.0,3.0,0,1,248.0,0,39,12.0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0
300000,3,2,1408,1742,38,0,6,109,4,25,10,37.0,64.0,55.0,7.0,3.0,0,0,447.0,0,8,21.0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0
462330,3,2,1418,0,27,6,7,34,2,19,16,44.0,70.0,54.0,8.0,3.0,0,0,597.0,1,0,24.0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0
317500,3,2,1421,0,60,14,5,83,3,16,11,43.0,73.0,41.0,3.0,3.0,0,0,438.0,0,18,9.0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0
209900,3,2,1440,12632,2,1,1,6,0,2,2,36.0,75.0,35.0,4.0,3.0,0,1,367.0,0,52,12.0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1
299900,3,2,1440,1444,96,8,9,49,6,48,15,38.0,68.0,53.0,8.0,3.0,0,0,385.0,0,20,24.0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0
347644,3,2,1442,1743,96,7,13,86,5,58,15,40.0,73.0,44.0,4.0,3.0,0,1,415.0,0,42,12.0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1
279900,3,2,1444,9147,9,1,2,9,1,11,10,39.0,89.0,74.0,6.0,3.0,0,1,450.0,1,41,18.0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1
385000,3,2,1446,0,132,9,15,79,9,49,49,55.0,23.0,42.0,5.0,3.0,0,1,373.0,1,46,15.0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0
330000,3,2,1452,0,21,5,1,17,0,14,8,32.0,46.0,58.0,8.0,3.0,0,1,318.0,0,39,24.0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0
360000,3,2,1452,1760,13,6,3,21,0,3,6,42.0,66.0,56.0,3.0,3.0,0,1,390.0,0,33,9.0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1
455000,3,2,1452,1540,10,2,1,11,3,5,7,35.0,55.0,71.0,6.0,3.0,0,0,507.0,0,34,18.0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0
324000,3,2,1452,2535,25,2,2,25,1,15,8,35.0,93.0,62.0,6.0,2.0,0,0,424.0,0,23,12.0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0
350000,3,2,1452,1742,3,0,0,1,0,1,7,40.0,92.0,79.0,7.0,3.0,0,0,438.0,0,10,21.0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0
400000,3,2,1456,1500,14,2,2,8,3,3,9,38.0,83.0,67.0,6.0,1.0,0,0,454.0,0,21,6.0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0
262000,3,2,1459,52707,1,0,0,1,1,0,1,37.0,86.0,41.0,5.0,3.0,0,1,395.0,1,37,15.0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1
475000,3,2,1468,10175,41,6,2,26,1,19,7,42.0,71.0,20.0,4.0,3.0,0,1,609.0,0,61,12.0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1
420000,3,2,1475,9334,65,12,3,72,3,38,9,30.0,88.0,40.0,3.0,3.0,0,1,657.0,0,60,9.0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1
467000,3,2,1483,0,124,12,15,111,12,65,41,32.0,32.0,88.0,7.0,3.0,0,0,587.0,1,7,21.0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0
440000,3,2,1484,1825,21,3,3,17,2,13,8,42.0,55.0,72.0,7.0,3.0,0,0,400.0,0,19,21.0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0
309900,3,2,1496,2378,0,0,0,6,1,0,10,31.0,68.0,54.0,8.0,1.0,0,1,421.0,1,32,8.0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0
444000,3,2,1496,1542,32,3,1,24,1,15,10,44.0,77.0,53.0,8.5,2.0,0,0,385.0,0,24,17.0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0
345000,3,2,1501,1542,32,3,1,24,1,15,10,44.0,77.0,53.0,8.5,2.0,0,0,426.0,0,27,17.0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0
400000,3,2,1503,10254,38,13,5,48,2,22,3,34.0,40.0,36.0,4.0,3.0,0,1,480.0,1,60,12.0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1
223500,3,2,1506,0,72,12,9,95,1,54,26,47.0,28.0,42.0,2.0,3.0,0,1,339.0,0,28,6.0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0
341500,3,2,1508,9827,7,1,3,10,2,10,7,41.0,62.0,41.0,4.0,3.0,0,1,533.0,0,56,12.0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1
306000,3,2,1510,0,72,12,9,95,1,54,26,47.0,28.0,42.0,2.0,3.0,0,1,334.0,1,38,6.0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0
438950,3,2,1512,2613,42,4,7,35,3,21,24,45.0,61.0,70.0,6.0,3.0,0,1,502.0,0,29,18.0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0
340000,3,2,1514,0,70,10,8,93,5,40,24,34.0,58.0,76.0,7.0,3.0,0,0,373.0,0,11,21.0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0
260000,3,2,1518,0,25,2,3,8,0,9,6,39.0,36.0,37.0,8.0,3.0,0,0,335.0,1,19,24.0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0
415000,3,2,1522,1760,0,0,0,1,0,0,3,44.0,77.0,62.0,6.0,3.0,0,0,459.0,0,25,18.0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0
345000,3,2,1524,0,31,13,5,41,2,18,2,41.0,70.0,61.0,4.0,3.0,0,0,413.0,1,6,12.0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0
320000,3,2,1532,1812,10,1,0,9,0,11,8,36.0,75.0,64.0,9.0,2.0,0,0,469.0,0,36,18.0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0
399900,3,2,1534,10023,67,14,6,95,3,20,17,43.0,73.0,41.0,3.0,3.0,0,1,533.0,0,50,9.0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1
228000,3,2,1540,1742,4,0,0,4,1,10,8,34.0,82.0,35.0,6.0,3.0,0,1,338.0,1,38,18.0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0
239000,3,2,1540,1742,3,0,0,4,1,1,3,34.0,82.0,35.0,6.0,3.0,0,1,334.0,1,37,18.0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0
310000,3,2,1541,87991,0,0,0,1,0,0,0,46.0,92.0,35.0,8.0,3.0,0,1,394.0,1,35,24.0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1
415000,3,2,1544,1964,95,22,14,94,7,40,21,40.0,50.0,55.0,3.0,3.0,0,0,561.0,1,15,9.0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0
385000,3,2,1546,1600,13,7,1,23,1,12,8,40.0,76.0,64.0,4.0,3.0,0,0,468.0,0,16,12.0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0
325000,3,2,1548,16988,44,7,2,40,2,24,13,34.0,59.0,63.0,8.0,3.0,0,1,565.0,0,57,24.0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1
245000,3,2,1550,13939,132,16,17,109,6,60,37,48.0,60.0,77.0,9.0,3.0,0,1,819.0,0,63,27.0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1
324999,3,2,1554,3767,22,10,3,33,1,22,6,41.0,62.0,41.0,4.0,3.0,0,1,370.0,0,60,12.0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0
469335,3,2,1556,1742,108,5,22,242,4,95,31,39.0,79.0,76.0,8.0,3.0,0,0,683.0,0,18,24.0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0
607000,3,2,1560,20908,13,6,3,10,1,4,4,52.0,81.0,73.0,4.0,3.0,0,1,733.0,0,57,12.0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1
460000,3,2,1564,9282,11,6,3,9,0,3,6,37.0,85.0,72.0,3.0,3.0,0,1,518.0,0,28,9.0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1
381000,3,2,1574,0,134,5,28,314,7,96,34,64.0,52.0,63.0,8.0,3.0,0,0,470.0,0,20,24.0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0
305000,3,2,1575,1759,10,3,1,16,1,18,10,38.0,69.0,42.0,8.0,3.0,0,0,292.0,0,24,24.0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0
272500,3,2,1582,10890,0,1,0,3,0,1,1,45.0,80.0,80.0,6.0,3.0,0,1,571.0,0,44,18.0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1
395000,3,2,1586,13068,33,5,4,31,2,14,12,34.0,80.0,70.0,6.5,2.0,0,1,555.0,1,41,13.0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1
450000,3,2,1590,11325,47,3,4,51,2,32,13,38.0,78.0,51.0,6.0,3.0,0,0,499.0,0,20,18.0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1
300000,3,2,1593,0,49,1,6,158,3,31,14,40.0,40.0,74.0,7.0,3.0,0,0,400.0,0,18,21.0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0
243000,3,2,1594,1594,53,5,8,51,4,35,14,31.0,61.0,38.0,4.0,3.0,0,0,534.0,0,0,12.0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0
449835,3,2,1600,2561,61,4,5,35,4,37,12,30.0,60.0,69.0,7.0,3.0,0,0,448.0,0,14,21.0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0
214000,3,2,1600,1846,27,4,1,22,3,23,14,35.0,80.0,72.0,5.0,3.0,0,0,554.0,0,1,15.0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0
290889,3,2,1600,1720,0,0,0,5,0,0,3,31.0,80.0,47.0,8.0,3.0,0,0,377.0,1,0,24.0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0
212000,3,2,1614,7013,5,2,1,4,0,2,4,31.0,68.0,17.0,3.0,3.0,0,1,439.0,1,49,9.0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1
384900,3,2,1614,2688,52,4,4,70,3,44,9,29.0,80.0,24.0,4.0,3.0,0,0,332.0,0,13,12.0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0
428002,3,2,1620,0,32,13,5,42,2,18,2,29.0,58.0,21.0,4.0,3.0,0,0,422.0,0,0,12.0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0
540000,3,2,1621,1120,17,1,1,26,0,4,2,34.0,77.0,71.0,8.0,3.0,0,0,448.0,0,0,24.0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0
422000,3,2,1624,1057,16,4,2,14,0,13,6,34.0,62.0,72.0,8.0,3.0,0,0,491.0,1,9,24.0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0
218000,3,2,1625,1595,18,2,3,11,3,11,10,34.0,49.0,54.0,6.0,3.0,0,1,400.0,0,29,18.0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0
289990,3,2,1629,0,11,1,1,14,3,7,7,31.0,57.0,78.0,8.0,2.0,0,0,359.0,0,0,16.0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0
355000,3,2,1632,1742,28,1,1,32,3,25,11,36.0,83.0,74.0,8.0,3.0,0,0,469.0,0,16,24.0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0
499900,3,2,1636,2178,69,9,12,60,9,35,49,37.0,41.0,53.0,4.0,3.0,0,0,625.0,0,5,12.0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0
265000,3,2,1637,6969,4,1,2,9,2,13,5,37.0,69.0,60.0,6.0,3.0,0,0,462.0,0,21,18.0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1
365000,3,2,1638,0,98,18,18,93,8,49,20,52.0,33.0,53.0,3.0,3.0,0,0,425.0,1,26,9.0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0
209900,3,2,1640,1742,0,0,0,4,0,1,1,36.0,80.0,67.0,7.0,3.0,0,0,408.0,0,18,21.0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0
347903,3,2,1640,1400,36,13,1,30,1,26,6,40.0,57.0,57.0,3.0,3.0,0,0,416.0,0,0,9.0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0
297000,3,2,1650,10800,7,2,0,9,1,6,12,37.0,78.0,45.0,5.0,3.0,0,1,459.0,0,54,15.0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1
600000,3,2,1654,8102,110,19,13,86,3,26,19,28.0,71.0,37.0,3.0,3.0,0,1,678.0,0,67,9.0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1
450000,3,2,1661,1575,27,7,8,28,1,24,6,54.0,55.0,81.0,9.0,3.0,0,1,533.0,0,28,27.0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1
395000,3,2,1661,3057,7,0,1,5,2,4,2,34.0,73.0,73.0,8.0,3.0,0,0,443.0,0,26,24.0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0
232600,3,2,1662,2614,10,1,3,13,1,11,7,34.0,82.0,35.0,6.0,3.0,0,1,359.0,1,40,18.0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0
550000,3,2,1672,1734,30,5,4,29,2,30,15,33.0,53.0,71.0,9.0,3.0,0,0,706.0,0,24,27.0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0
255000,3,2,1672,1803,0,0,0,6,0,0,0,31.0,80.0,47.0,6.0,2.0,0,0,385.0,1,6,12.0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0
407200,3,2,1674,1842,9,1,3,7,0,13,5,32.0,78.0,58.0,6.0,3.0,0,0,426.0,0,12,18.0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0
485000,3,2,1682,9456,30,10,4,32,1,19,4,41.0,70.0,61.0,4.0,3.0,0,1,545.0,1,48,12.0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1
226000,3,2,1682,1742,37,6,4,41,1,39,11,33.0,60.0,56.0,3.0,3.0,0,0,377.0,0,18,9.0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0
395000,3,2,1682,1808,0,0,0,6,0,0,0,31.0,80.0,47.0,6.0,2.0,0,0,372.0,0,1,12.0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0
389990,3,2,1686,2047,26,3,4,27,2,18,11,29.0,81.0,41.0,9.0,1.0,0,0,367.0,0,0,9.0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0
489000,3,2,1691,13939,7,2,1,14,0,9,8,40.0,76.0,64.0,4.0,3.0,0,0,555.0,1,26,12.0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1
247640,3,2,1692,1598,26,4,2,45,0,18,15,42.0,65.0,65.0,5.0,3.0,0,0,566.0,0,0,15.0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0
525000,3,2,1695,0,66,10,10,23,6,49,14,56.0,24.0,66.0,5.0,3.0,0,0,459.0,0,24,15.0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0
525000,3,2,1696,5675,117,8,13,69,7,51,48,39.0,88.0,93.0,5.0,3.0,0,1,634.0,1,71,15.0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1
271900,3,2,1705,0,88,17,18,88,6,47,25,59.0,54.0,57.0,3.0,3.0,0,1,378.0,0,29,9.0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0
679370,3,2,1706,1173,25,6,7,33,2,19,13,44.0,70.0,54.0,8.0,3.0,0,0,775.0,1,0,24.0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0
360000,3,2,1708,1899,29,3,3,15,2,14,6,34.0,62.0,72.0,8.0,3.0,0,0,491.0,1,6,24.0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0
600000,3,2,1710,0,204,11,28,134,10,74,79,36.0,25.0,91.0,9.0,3.0,0,1,848.0,0,32,27.0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0
215570,3,2,1722,1977,25,4,5,15,1,20,12,34.0,66.0,72.0,8.0,3.0,0,1,522.0,0,23,24.0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0
